Soil_pH,Nitrogen,Phosphorus,Potassium,Moisture_Content_%,Temperature_C,Historical_Yield_kg_ha,Crop_Yield_kg_ha
8.2,74.2,7.7,28.2,41.5,15.9,4040.5,3390.8
6.57,41.0,62.4,46.2,46.2,28.0,2910.0,3232.2
4.97,62.8,6.5,60.2,5.4,20.0,2540.1,2253.9
6.61,99.3,43.8,66.7,18.0,10.3,1125.9,806.4
5.01,37.1,48.0,73.1,9.5,16.0,2637.7,1969.4
6.87,93.7,62.1,54.5,39.9,13.4,3694.7,3284.6
6.43,38.9,62.1,62.5,30.5,35.3,2187.7,1746.1
6.99,58.6,36.3,74.9,9.3,17.8,1524.1,1213.5
4.54,51.4,10.0,67.6,23.9,18.5,5306.4,3952.5
5.28,80.5,57.0,86.4,28.1,38.8,6367.7,4536.9
6.47,15.5,43.3,80.0,36.4,21.4,6620.6,6097.8
8.3,66.4,30.0,23.5,40.1,10.3,4708.0,3469.5
6.03,78.5,22.6,85.8,9.0,18.5,1316.6,1158.5
6.2,52.5,14.0,26.3,26.9,13.6,5445.2,4113.4
7.36,19.5,27.1,89.3,12.3,13.1,1660.6,1271.8
6.92,32.0,39.4,66.1,38.9,12.3,5018.5,3636.2
5.7,71.2,40.8,60.2,34.6,27.8,5676.2,5851.3
6.14,90.6,48.7,35.9,37.5,15.7,5355.2,4690.5
5.37,47.9,32.2,20.6,8.4,20.8,6711.3,5277.8
8.36,60.4,74.0,20.1,28.0,35.9,5428.9,3964.9
5.02,30.6,42.2,79.3,42.8,22.7,5159.3,5257.7
5.99,47.1,36.8,44.6,37.1,37.5,2570.5,1899.8
4.6,40.3,8.6,54.8,43.8,24.9,6548.6,7002.5
5.39,69.0,49.9,84.5,14.3,22.0,2077.3,2101.3
7.62,98.6,50.2,30.4,17.9,32.5,6429.4,5747.1
5.3,83.2,48.7,71.1,24.9,12.2,2876.0,1985.7
4.82,27.3,71.6,47.6,28.5,12.7,1781.0,1273.7
6.4,62.0,62.2,27.0,16.3,29.6,5960.1,5387.7
4.54,16.0,70.1,78.2,22.2,24.6,1015.0,892.4
4.84,32.2,9.5,64.4,35.9,33.7,5992.5,5333.5
7.73,25.5,28.9,17.6,34.0,37.5,2573.9,1772.6
7.59,40.2,28.9,53.3,10.0,21.7,6308.3,5472.3
8.16,71.1,54.3,78.1,49.4,27.9,5148.9,5411.0
7.92,54.9,38.6,15.4,30.3,25.0,4997.1,4560.7
7.23,94.0,63.3,43.3,26.8,39.4,3191.9,2353.4
4.71,29.1,33.8,74.4,48.5,34.9,1356.4,1199.0
7.63,42.8,21.6,78.7,11.3,37.4,5980.4,4147.4
7.88,39.7,26.8,72.0,29.5,17.6,2025.4,1782.2
7.7,31.2,18.7,34.5,41.2,33.2,3233.6,2494.6
6.53,99.4,19.8,50.6,23.0,18.0,4602.1,4285.3
5.43,44.9,21.3,69.3,38.1,16.3,3893.5,3190.5
7.88,94.6,6.2,22.2,45.5,38.3,2192.0,1704.3
7.41,45.1,58.7,57.6,16.8,10.6,1843.7,1294.3
8.42,28.4,35.0,67.6,15.9,39.0,1739.5,1124.8
5.12,20.7,6.7,78.0,21.2,14.5,6178.0,4758.2
5.4,87.0,32.8,18.9,23.8,34.6,1189.4,888.4
5.35,12.9,72.9,36.4,10.0,18.3,6862.1,6071.7
7.67,96.8,43.3,53.3,15.4,20.5,2191.2,2079.3
5.25,47.6,79.0,66.1,44.3,16.5,1661.9,1456.1
4.77,32.3,45.5,68.4,30.5,27.6,4461.8,4027.3
8.49,65.6,77.2,30.3,17.1,20.4,1479.9,1378.1
4.6,22.0,20.1,11.1,47.5,29.7,4614.7,4171.9
7.84,16.5,26.7,65.5,39.8,10.5,6103.8,4168.3
5.96,84.5,57.5,82.7,21.3,11.9,1287.4,1057.4
7.87,48.2,79.0,73.8,39.4,13.0,5799.2,4673.4
6.72,56.6,66.9,59.8,31.8,22.6,3366.9,3186.3
8.11,25.9,46.5,88.2,35.8,34.4,1956.9,1465.4
8.2,15.5,11.4,44.6,19.5,36.6,2056.6,1607.7
4.54,43.1,32.3,52.0,14.4,17.3,6512.6,4905.4
4.8,55.6,11.5,11.0,16.4,27.2,1663.6,1530.8
5.5,78.9,28.3,85.7,8.8,33.1,6200.7,4659.9
7.18,55.1,24.4,56.7,26.2,18.7,4265.5,3854.5
8.05,80.4,34.1,41.3,23.3,22.3,1234.3,1079.2
6.34,20.4,67.8,13.6,5.1,25.7,3786.9,3447.8
6.93,15.8,16.3,39.0,43.5,14.0,5904.7,5094.5
5.25,24.3,28.0,10.3,35.7,10.8,5357.2,4020.7
7.72,79.5,24.6,35.9,25.1,14.6,3932.7,3225.5
8.37,78.3,27.2,86.1,48.5,28.8,6160.3,5235.1
5.57,22.7,32.0,22.3,47.3,12.2,1722.2,1264.7
6.48,12.8,23.3,53.6,9.3,15.7,6459.6,5146.9
4.84,71.7,75.7,24.9,32.7,20.1,6078.6,5659.7
6.74,87.0,36.5,72.7,41.8,12.3,5249.7,4521.9
6.51,77.9,13.6,55.0,12.8,15.8,5907.3,5107.8
5.08,28.3,40.1,26.2,10.8,37.3,4262.9,3198.3
6.27,62.5,18.8,79.3,16.7,10.6,5051.0,3666.4
5.84,78.2,21.2,72.7,17.6,29.6,4363.6,4065.5
6.59,33.0,26.4,86.1,48.4,21.5,3132.6,2933.5
6.84,57.5,14.4,10.1,40.1,30.2,4413.2,4093.3
4.53,38.3,59.1,46.6,7.7,27.7,2544.8,2188.6
7.54,30.3,64.4,90.0,40.4,16.7,3641.7,3252.2
7.35,97.3,34.6,74.9,12.6,35.4,2684.7,2091.7
5.97,92.1,56.7,76.5,21.1,24.8,1737.3,1720.0
4.71,50.1,34.2,59.7,19.3,34.7,2931.2,2133.1
7.52,22.3,17.3,67.0,17.3,22.2,6111.9,5226.4
8.32,75.5,34.8,74.4,18.9,39.5,3286.5,2337.0
5.46,33.0,46.8,17.4,38.9,33.1,5488.0,4785.7
5.79,25.2,8.1,65.4,17.0,39.0,2051.2,1485.7
5.24,44.3,54.1,75.2,41.0,25.4,3546.5,3656.3
6.81,57.7,60.7,13.3,9.1,24.2,1689.1,1626.6
5.12,18.8,69.5,33.8,31.8,32.7,1831.7,1619.4
5.92,61.5,12.7,35.9,43.8,36.4,4704.6,4153.4
7.29,11.4,5.0,78.4,8.6,38.9,4644.9,3208.2
6.74,90.3,10.5,72.4,33.6,19.7,2280.2,2148.5
6.05,92.9,74.3,62.5,28.0,34.0,3846.5,3144.9
6.18,76.0,62.4,74.4,19.9,16.3,6179.8,5561.7
6.75,52.0,67.7,46.3,9.5,26.4,2045.2,2051.8
4.52,32.9,43.8,80.0,35.4,15.4,1115.3,966.6
4.81,77.0,44.5,28.7,18.9,20.4,4912.0,4350.4
8.03,93.9,27.4,66.4,20.3,37.9,1321.0,921.7
4.81,24.3,68.2,29.3,37.3,14.4,6879.6,5410.5
7.33,51.9,67.2,13.2,47.5,29.0,4657.7,4962.8
8.18,38.4,34.4,32.7,20.0,27.8,3822.4,3574.3
5.58,42.1,29.7,49.4,38.6,13.6,3580.0,2633.8
5.98,46.5,60.4,77.5,48.0,19.8,4438.4,4205.5
6.78,95.7,7.0,50.7,9.4,26.9,1543.7,1445.8
8.03,33.3,69.5,24.3,28.8,15.6,6580.1,5607.4
8.27,54.3,38.5,89.4,5.5,34.0,4753.9,3741.1
7.46,95.6,38.1,31.6,42.1,39.2,2103.9,1678.0
4.85,52.8,55.2,88.8,17.9,16.4,4375.5,3298.8
7.18,87.7,53.4,84.9,20.0,15.6,1799.5,1641.7
6.14,15.3,24.9,53.4,35.9,23.6,1105.3,1023.4
6.38,95.8,75.7,17.4,40.5,32.4,4783.1,4370.1
4.7,26.9,79.0,65.6,23.0,18.4,4890.9,3709.3
5.26,98.2,44.4,77.7,34.9,10.6,4502.2,3113.9
7.66,25.8,47.1,45.6,48.0,26.2,2100.9,2316.3
6.32,50.0,46.6,29.1,44.9,38.7,4620.6,3329.6
5.71,37.8,41.4,74.2,36.6,21.7,1339.1,1212.1
6.04,49.0,75.9,53.6,47.4,22.6,4655.4,5250.2
7.92,32.5,23.4,25.8,44.4,39.1,4324.1,3238.0
7.5,96.9,13.1,86.0,37.8,30.8,4931.5,4484.1
5.59,37.5,74.7,85.8,46.3,31.6,6372.9,5413.6
4.97,68.8,21.0,39.4,41.8,26.9,6102.1,6237.6
5.51,22.4,61.2,15.1,27.6,39.2,6883.9,4905.4
8.18,84.2,20.3,60.5,27.6,30.7,6857.4,5749.7
6.83,58.8,77.0,35.4,5.4,36.9,5633.9,4212.2
6.63,98.2,64.3,15.3,6.4,31.0,6738.5,6077.2
6.89,48.1,73.9,81.3,38.6,32.1,6203.7,5839.2
5.96,27.6,76.3,89.8,30.0,18.7,5365.5,5269.8
7.73,41.1,11.3,38.0,39.2,19.1,1452.3,1355.8
6.59,76.3,37.5,69.6,47.7,33.5,1294.3,1261.7
4.97,69.3,53.6,15.3,25.4,18.9,6025.6,5402.9
5.02,80.1,65.2,39.6,9.0,26.9,3937.9,3830.0
6.65,16.6,23.1,18.7,33.2,17.5,5887.6,5381.9
8.25,62.2,73.6,14.4,9.5,34.5,2877.5,2347.3
5.73,93.9,21.6,57.1,33.0,13.3,3385.9,2736.9
7.98,19.7,70.0,74.2,28.7,34.9,5201.1,4161.8
7.56,18.5,43.5,46.2,37.0,28.1,6492.0,6426.6
5.49,74.5,43.7,51.9,20.8,15.6,1526.6,1162.5
4.65,38.4,33.1,31.7,11.5,26.3,6168.9,5851.5
4.91,69.3,12.8,68.9,15.6,18.5,5758.1,5219.5
7.41,59.1,31.0,38.9,35.8,19.7,2893.2,2548.1
5.3,98.7,37.0,15.4,26.5,20.5,3131.3,2913.3
5.99,90.0,40.9,23.2,29.3,11.9,1278.8,892.8
6.51,71.0,60.4,20.3,19.5,39.6,1094.4,856.0
7.4,33.6,31.4,44.9,42.7,10.9,3862.0,2904.0
4.95,33.6,35.5,15.2,50.0,29.9,1573.2,1476.1
6.13,89.4,73.0,74.5,19.0,21.1,2164.0,1958.1
6.44,62.7,61.4,82.6,37.3,29.4,6080.6,6492.7
6.66,81.0,6.7,29.9,12.7,20.7,4426.2,3909.0
7.77,50.5,65.9,48.8,38.4,30.2,4801.8,4570.4
5.19,19.3,79.2,51.5,24.4,31.9,2124.9,1846.9
7.73,39.9,75.5,88.8,32.2,30.7,5972.0,5600.3
7.27,24.5,67.7,15.2,15.7,13.4,6207.9,4283.9
6.72,80.4,52.2,63.4,43.3,29.7,4140.0,4336.2
7.3,73.0,25.9,37.7,12.8,18.4,6475.3,5888.5
6.15,18.0,54.1,50.1,46.8,10.9,6069.0,4670.9
5.05,65.9,57.2,27.4,7.8,22.4,5387.9,4765.2
7.16,88.7,26.1,22.8,18.0,23.0,5404.5,5061.7
6.6,72.8,24.1,29.5,30.3,24.0,1632.4,1837.9
7.06,56.0,34.8,15.7,43.6,31.1,2625.0,2553.2
5.85,38.1,53.1,32.2,31.0,19.3,1401.1,1328.7
8.13,89.8,27.0,65.2,14.7,19.5,1052.1,979.4
6.85,48.1,46.7,62.1,43.7,11.8,1949.9,1507.1
4.84,87.0,72.4,54.4,31.8,30.6,6282.9,5756.1
6.3,80.5,27.1,10.0,15.5,27.0,2439.2,2476.2
7.53,83.5,77.4,20.1,30.3,20.5,6820.9,7003.5
7.68,99.1,40.5,77.4,35.4,31.2,4583.7,4115.7
6.48,77.4,12.6,31.7,35.6,26.1,2423.6,2490.1
8.08,13.1,9.1,83.0,37.6,24.1,3982.8,3538.9
5.57,28.5,30.4,80.0,45.3,25.3,2314.6,2217.8
6.14,13.2,24.4,22.4,42.1,29.1,6903.8,6644.3
8.09,27.1,68.3,81.9,32.3,29.8,6083.6,5132.2
8.09,15.5,60.3,60.2,6.4,18.7,1157.4,866.0
7.24,55.1,71.3,60.4,38.7,14.2,6686.7,6080.6
7.94,12.5,49.2,78.2,48.9,14.7,5326.4,4737.4
4.86,52.5,37.7,42.4,18.8,29.2,1494.3,1263.2
7.96,90.9,25.3,68.8,32.3,36.2,5023.8,4159.0
5.78,77.4,48.7,63.4,39.6,22.3,4881.6,5285.0
5.21,95.0,51.4,71.7,33.8,15.1,2312.7,1899.2
5.46,30.4,34.5,62.8,46.5,32.7,5550.7,4617.1
6.17,57.8,75.2,16.4,26.3,35.0,1522.4,1179.0
5.5,38.7,53.0,33.4,28.9,36.4,3936.7,2841.2
5.78,54.4,67.8,85.2,6.7,28.2,1059.5,1054.0
5.04,60.1,51.5,27.9,45.5,35.8,6812.4,5319.6
5.68,13.3,28.7,47.8,16.8,10.5,5509.4,3987.4
6.79,31.0,60.2,38.6,49.0,13.2,1953.1,1635.7
6.27,73.4,22.3,16.9,14.1,12.8,3050.0,2287.7
5.89,79.6,49.7,24.5,16.4,31.4,1963.4,1602.1
7.49,61.3,35.2,32.9,26.8,12.1,5599.7,4036.6
8.07,34.4,16.2,47.1,34.7,24.9,1353.4,1413.0
7.53,46.5,36.0,80.0,24.8,24.2,6042.4,6375.9
5.83,18.6,28.3,51.2,20.8,19.3,6653.2,5337.1
7.48,95.8,13.4,62.2,29.3,36.1,5059.8,3741.1
5.11,88.2,66.8,44.1,48.1,15.1,2277.8,2012.5
5.02,15.9,42.4,79.6,48.3,20.6,3160.5,2852.9
5.88,25.0,31.0,63.0,19.8,33.2,3863.4,3345.9
7.73,62.3,42.9,17.3,35.6,10.9,4627.7,3388.9
5.49,30.9,61.6,48.2,37.5,30.2,5012.0,4760.7
4.75,94.1,6.4,76.2,34.4,34.5,4325.3,3171.9
5.03,78.0,46.0,68.7,10.1,38.0,3107.9,2414.4
7.93,34.6,40.9,82.4,29.3,36.3,6345.5,4421.1
7.04,10.5,72.0,28.2,39.3,19.6,1488.4,1254.3
5.51,82.0,46.7,88.2,14.0,27.6,3797.5,3426.6
6.72,48.2,15.3,32.8,20.7,12.3,5653.4,4736.5
6.61,67.8,34.2,14.0,14.2,17.7,1365.2,1088.6
7.12,35.8,51.6,49.7,44.9,12.8,5232.0,4522.7
5.43,22.9,8.4,18.8,43.6,19.5,5918.3,4946.1
7.96,70.8,71.3,64.5,12.6,36.3,4965.0,3458.1
5.74,50.5,10.1,82.0,39.2,20.4,1077.6,1081.0
7.28,31.2,7.3,83.7,21.4,26.9,2080.8,2146.8
4.56,22.4,5.2,58.6,35.9,23.0,3052.7,2973.1
5.99,62.2,56.3,52.8,27.2,23.8,2402.1,2323.0
5.91,75.3,39.2,89.5,26.2,39.1,6775.9,5493.0
6.67,35.5,12.7,56.4,44.7,18.9,4909.6,4244.1
4.79,76.2,69.2,84.2,33.7,28.8,2781.8,2517.7
7.66,26.5,20.2,83.3,15.6,22.6,6578.2,6055.8
5.37,40.5,29.5,33.2,10.0,11.8,5443.6,3500.7
7.21,77.0,18.3,11.1,47.0,24.7,2707.6,2878.3
7.71,69.4,74.5,45.1,11.9,34.4,3273.3,2642.4
6.75,34.3,61.9,78.9,38.0,13.0,2196.6,1985.5
7.46,21.0,59.3,76.9,27.3,12.1,6826.4,5274.1
7.15,13.8,8.3,58.3,11.3,14.6,4103.8,3107.7
5.92,85.4,44.2,22.5,39.9,32.9,6376.3,6026.0
7.74,16.8,48.2,18.6,45.7,31.7,3079.0,2613.7
5.68,20.3,33.7,86.4,10.5,27.0,6165.0,5866.8
6.78,31.4,29.1,43.7,8.0,24.0,1323.3,1176.5
7.48,50.1,68.9,61.9,43.2,36.6,6892.5,5387.2
6.02,81.1,6.7,82.5,27.5,33.0,6472.2,5723.5
5.71,32.3,51.9,79.6,35.4,34.4,3179.2,2804.5
6.34,58.9,34.6,55.4,24.9,34.4,5648.3,4435.6
7.77,18.1,54.9,49.0,23.6,29.3,5513.5,5240.6
8.22,51.8,19.8,68.8,18.5,23.7,6407.5,6429.7
6.68,26.0,22.9,38.0,30.3,35.9,2843.5,2212.8
7.15,29.0,49.0,60.0,12.2,37.8,3793.1,2960.6
8.11,43.0,78.5,11.9,37.3,10.7,6190.0,4110.7
4.89,78.5,78.1,75.9,29.7,11.5,5671.5,4201.1
5.43,77.0,23.7,89.8,43.1,38.8,3360.8,2715.0
7.34,47.3,12.7,86.4,46.4,18.3,6074.4,5438.2
7.79,20.7,49.3,38.8,45.5,36.2,1281.7,917.4
7.93,35.3,36.5,52.5,32.1,21.7,5692.3,5307.5
6.16,55.5,62.1,28.9,19.3,13.6,2240.6,1903.6
4.86,88.2,44.6,34.2,21.1,12.4,2716.7,1819.0
6.25,97.1,43.3,46.6,34.4,14.7,3959.3,3073.7
5.42,67.4,53.5,69.8,37.0,17.5,3698.4,3472.6
5.66,41.6,14.5,11.4,12.3,24.7,4123.4,3768.9
7.59,72.4,55.8,41.5,49.9,31.0,4268.7,3869.1
4.8,40.3,41.6,54.5,9.8,39.6,2989.2,1819.4
7.81,66.3,66.5,27.2,32.3,23.2,2051.4,1833.6
6.21,31.9,15.4,16.3,28.9,25.5,5610.9,5820.2
6.88,34.0,27.6,53.2,31.6,25.7,3399.9,3530.2
4.86,16.8,76.3,61.0,29.0,26.2,4035.0,3708.7
5.85,47.8,46.5,61.3,7.6,25.5,4868.2,4737.9
4.86,65.6,74.7,38.5,49.8,10.3,6457.8,4594.0
8.35,81.0,56.7,29.0,49.2,10.1,5245.3,3878.9
7.73,82.9,74.5,27.6,28.6,12.9,1272.8,1048.6
6.34,99.3,28.8,13.2,14.4,13.0,6031.4,4957.7
5.39,17.9,11.8,24.8,13.2,31.1,6936.1,5204.2
8.23,54.4,65.2,75.5,7.6,16.1,3834.9,2751.3
5.88,56.9,65.3,10.2,32.5,36.8,6817.5,5325.3
5.14,82.4,51.4,13.5,26.5,37.9,4284.0,3370.0
6.75,34.0,48.5,20.2,23.7,39.3,3757.7,2615.2
8.28,16.2,73.6,43.6,28.6,38.2,2988.4,2290.1
4.52,38.2,18.2,36.7,44.3,18.2,4945.3,3837.5
5.45,98.6,51.2,24.2,8.2,25.3,2378.9,2116.7
8.25,90.9,8.7,18.9,29.5,15.3,1629.6,1374.5
5.18,45.6,15.6,85.1,36.5,34.2,1163.4,895.7
4.95,88.9,37.8,82.9,48.7,36.7,2754.3,2185.8
6.78,12.9,66.6,71.8,38.3,35.5,3374.6,2762.6
7.95,38.3,60.0,30.2,29.7,23.0,4312.5,3794.3
6.41,75.4,78.1,35.9,39.5,32.8,2756.5,2625.9
8.48,29.9,8.4,63.3,49.9,12.9,6904.4,5645.8
7.22,27.9,33.6,33.3,45.0,11.2,2750.5,2145.1
4.8,87.6,16.9,52.4,9.0,32.6,3645.9,2826.2
8.47,65.4,7.8,62.1,30.9,22.8,1619.7,1553.8
6.13,99.0,24.8,51.5,40.4,39.9,2563.8,1807.2
5.65,22.1,23.3,43.1,35.2,12.9,1290.0,1009.1
6.73,42.1,36.5,37.8,23.8,35.7,4357.1,3521.7
5.72,38.0,15.5,72.2,19.5,24.4,5506.4,5289.4
4.85,89.2,41.6,69.1,33.2,34.8,2174.3,1840.1
4.51,33.0,74.0,65.7,23.6,34.5,3207.5,2301.9
6.3,41.8,61.1,40.0,22.6,37.5,1099.7,865.5
7.85,22.9,68.2,72.1,42.7,18.9,6037.1,5834.5
6.79,79.8,65.4,86.6,19.2,38.5,5679.8,4132.6
8.5,31.4,34.2,65.1,34.0,14.6,1379.5,1005.2
5.65,16.1,58.2,42.6,44.3,12.5,3189.2,2575.3
5.62,49.2,61.6,73.7,33.0,22.9,6731.7,7080.6
5.14,45.2,20.4,58.7,27.2,34.8,3352.2,2538.7
5.16,26.0,69.5,80.2,6.6,24.2,4157.3,3821.8
5.64,22.0,39.3,67.1,35.7,34.9,3131.5,2709.1
7.67,90.7,6.2,71.6,49.9,31.9,4576.8,3979.1
8.12,16.1,53.3,63.4,41.4,16.3,6868.9,5866.8
8.4,18.9,55.8,17.4,33.6,38.5,6985.0,4552.3
5.43,32.1,46.4,48.8,26.1,11.8,5648.3,4078.1
8.03,95.8,20.9,14.5,15.1,36.9,3425.9,2585.6
5.81,17.7,41.2,45.8,36.1,19.1,3966.6,3579.4
4.95,83.4,35.0,67.3,13.0,25.0,3140.4,2741.6
7.98,90.3,78.1,43.7,44.9,22.7,6913.4,6736.2
7.04,44.0,66.9,10.1,20.9,15.2,5246.6,4096.5
5.16,36.5,62.1,39.5,23.0,20.7,3693.6,3050.2
6.22,71.0,18.6,15.4,14.7,15.8,1072.7,797.0
5.65,73.2,29.8,72.4,26.7,16.1,4122.9,3164.4
7.45,80.2,33.5,72.7,35.6,15.6,6903.6,6373.6
6.31,84.8,41.9,74.5,18.6,24.7,4138.4,4552.2
8.46,34.2,7.3,12.4,36.6,33.9,2094.6,1777.1
4.72,71.8,49.5,12.6,32.9,27.1,1132.6,977.6
5.92,22.1,31.8,82.3,21.8,36.8,3128.2,2469.1
6.43,56.0,47.1,19.9,19.1,29.1,6509.4,5672.0
6.51,65.2,5.7,63.6,43.8,30.7,6979.3,6124.8
5.76,24.6,29.1,73.6,5.5,30.0,6672.2,5813.9
7.42,16.9,62.6,45.8,37.2,23.5,5376.5,5518.3
8.0,27.5,42.6,53.7,23.8,30.7,4348.9,3413.0
8.25,47.9,64.2,28.2,37.3,12.1,4544.1,3242.1
7.72,89.9,57.4,83.9,27.8,35.8,4234.0,3130.1
7.9,57.9,69.1,34.1,8.8,33.3,5242.3,4072.9
6.7,77.4,5.6,27.4,49.2,17.4,3513.2,3218.3
7.8,25.7,24.6,52.0,8.9,33.0,5015.2,3853.4
5.71,19.5,46.2,25.2,12.1,10.4,1729.7,1210.9
6.09,31.6,75.6,64.9,23.9,16.5,2594.2,2285.5
5.77,38.2,56.0,51.2,47.5,12.0,6016.0,4586.1
6.37,59.3,39.2,21.8,18.2,33.4,6422.5,5380.3
5.64,89.3,14.8,15.4,30.6,32.7,4234.0,3597.1
8.35,48.3,42.0,21.0,28.5,34.4,1189.8,901.7
5.75,56.7,38.1,20.9,19.9,10.1,6561.8,4843.7
4.89,10.4,63.4,35.0,36.3,25.0,5212.4,4759.2
6.61,13.0,36.0,76.7,27.6,31.1,3484.2,3447.7
4.73,17.5,28.9,14.6,31.0,14.7,4590.3,3347.3
4.94,72.9,11.7,20.2,14.5,29.5,3578.6,3210.9
5.38,53.8,8.5,34.2,46.7,12.5,3792.0,3143.1
6.36,27.4,37.9,54.3,10.0,15.4,6320.9,5568.7
6.23,63.3,31.0,71.0,36.1,24.3,1966.5,2063.3
7.7,59.0,46.6,83.7,44.9,29.6,1622.0,1469.8
7.46,18.0,58.4,43.0,8.8,14.4,1016.4,791.5
6.21,67.6,8.0,18.5,6.3,15.6,2884.0,2168.7
5.83,79.0,42.2,27.1,20.0,16.1,1884.5,1662.5
5.77,35.8,69.6,33.0,40.5,17.2,2319.9,2141.3
7.6,71.9,39.1,72.9,37.3,16.8,1067.4,980.7
4.71,28.0,44.1,64.9,42.0,21.9,2363.2,2173.9
4.55,78.1,41.5,26.7,22.9,29.6,2996.3,2619.8
7.68,92.1,34.2,77.1,49.7,23.1,1189.4,1121.2
6.41,49.8,13.3,78.7,21.5,33.3,4647.4,4205.1
5.02,32.0,14.5,80.6,41.2,31.6,4412.8,3843.8
5.44,45.9,18.4,32.0,20.8,13.8,1582.2,1204.2
8.23,32.5,64.4,20.7,14.8,11.5,4570.1,3351.6
7.94,10.1,25.6,18.3,20.2,36.3,6991.9,5393.1
7.34,68.5,76.1,42.0,13.7,12.4,6666.8,5045.8
6.43,13.8,65.8,44.3,10.8,14.5,1016.0,793.8
6.58,28.9,56.3,79.5,21.4,10.7,5772.3,4295.9
8.4,75.0,59.0,31.4,11.6,28.9,3121.6,2621.5
8.36,69.9,8.6,60.2,27.6,27.5,1381.9,1176.6
5.36,16.6,47.6,73.1,6.6,39.6,2775.9,1941.2
7.74,69.4,75.6,31.5,24.4,36.6,2930.4,2341.2
5.29,93.8,7.9,31.4,48.1,22.3,4139.5,4440.7
5.35,16.7,26.8,63.5,21.1,21.1,4966.5,4439.9
7.2,47.4,8.9,68.1,11.2,18.9,5494.3,5236.6
6.12,75.6,47.7,86.8,18.7,14.6,2475.4,1924.2
8.23,70.1,13.7,78.0,40.6,14.1,2930.6,2369.3
4.86,30.4,40.9,75.8,19.1,14.0,2850.3,2348.6
6.55,24.7,59.0,65.4,22.3,13.4,3176.4,2638.1
8.17,80.6,17.3,19.5,40.5,17.2,6997.9,5799.7
8.12,96.1,61.7,74.7,16.7,19.2,5667.7,4943.5
5.13,79.1,9.5,84.8,26.5,38.8,6849.9,5292.2
5.97,96.7,16.2,41.3,7.8,27.4,5158.7,5334.7
6.98,64.4,26.0,35.1,12.8,39.6,3437.6,2416.7
5.14,93.6,64.7,51.8,14.4,21.2,3338.5,3207.6
8.37,72.1,68.8,86.5,25.9,23.7,3931.5,4106.2
8.16,91.8,21.5,14.1,41.9,19.7,3501.2,2987.1
5.17,24.5,12.2,66.7,21.0,15.5,5970.0,4672.7
4.98,83.4,68.6,75.2,22.1,14.3,3790.0,3268.1
4.84,27.7,53.7,73.1,18.5,38.4,2773.7,1894.6
8.14,12.5,16.8,55.3,19.4,39.6,5649.2,3860.9
5.27,56.6,46.8,83.6,23.2,11.3,6126.5,4603.0
6.17,38.6,70.4,20.8,45.5,14.5,3522.6,2793.4
6.3,13.9,10.2,29.6,6.1,22.7,5006.9,4966.6
6.9,98.2,11.3,34.6,33.1,15.6,1352.8,1137.6
4.79,70.0,25.5,10.7,44.9,20.9,4176.8,3811.6
5.41,91.2,53.9,39.7,23.8,13.9,1269.9,1027.8
8.23,99.9,18.4,22.9,34.3,23.7,1175.1,1105.9
8.13,45.3,66.2,68.0,31.4,18.2,4677.5,3883.0
7.63,32.9,61.3,43.2,20.2,20.6,2820.0,2562.3
4.58,26.5,47.1,66.4,11.2,12.8,5455.2,3716.0
5.81,56.4,13.7,33.5,14.9,22.8,6376.5,5947.4
7.01,64.5,79.1,20.6,7.6,39.5,1836.3,1204.5
5.6,52.5,41.8,20.6,39.4,19.9,5347.1,5287.0
8.14,44.9,38.9,26.3,29.0,36.3,4087.1,3010.7
7.04,25.1,79.7,19.2,40.4,35.3,1672.7,1283.7
4.79,49.8,69.8,27.6,18.1,38.6,4909.6,3614.1
8.14,17.7,39.2,56.3,41.2,33.7,4656.8,3452.7
8.33,87.9,36.4,30.5,18.9,29.8,4093.9,3598.1
4.81,14.2,12.2,37.4,10.5,35.7,6558.8,4920.0
6.63,44.3,74.5,14.2,29.0,12.3,4126.5,3050.6
5.71,19.0,68.3,81.4,47.5,23.9,6943.1,6731.8
6.07,79.7,28.3,21.1,23.6,39.7,4055.4,2715.9
5.22,38.1,61.5,37.9,28.2,33.1,1695.1,1552.8
6.81,20.2,62.2,40.4,25.3,38.9,3822.8,3004.3
8.33,57.8,22.1,71.8,25.6,33.4,2094.0,1618.5
6.51,92.5,51.0,48.7,14.6,36.2,4582.8,3618.3
4.83,91.8,24.1,40.6,24.0,31.2,5158.8,4523.3
6.98,32.5,64.2,65.7,27.4,32.8,3810.6,3329.4
5.86,74.8,16.5,57.8,38.5,25.7,1586.2,1572.6
7.92,12.7,55.2,16.3,11.3,37.7,3811.8,2432.2
6.24,21.9,29.5,35.0,30.7,34.8,1488.7,1311.9
5.27,55.0,7.7,88.3,34.8,35.3,5092.8,4422.7
5.26,30.6,14.3,48.7,22.2,30.2,5742.2,4704.5
7.58,81.8,54.1,43.9,29.7,19.1,6774.3,5574.0
5.56,93.8,23.0,22.0,37.0,11.1,1892.8,1301.5
7.57,10.4,52.3,77.1,25.9,38.1,4194.5,3049.4
5.32,31.0,36.1,20.7,20.0,27.6,4405.2,3882.4
5.79,49.6,57.0,18.4,42.1,18.9,6534.9,5505.8
6.36,60.7,42.0,45.1,49.5,14.5,4763.7,4115.0
8.27,92.4,28.1,44.9,14.7,34.9,1873.1,1344.8
